Age,Agent,ID,Language,Referer
30.0,mobile,2353,EN,Google
24.0,Linux,4250,GE,Google
30.0,Linux,1241,GE,Bing
50.0,mobile,2933,GE,Bing
44.0,mobile,3660,EN,NA
33.0,mobile,1564,EN,Bing
27.0,Windows,1504,NL,Google
49.0,Windows,1565,GE,NA
19.0,mobile,4297,GE,Bing
29.0,OSX,872,GE,Google
34.0,Windows,3952,NL,Bing
34.0,OSX,4611,EN,NA
28.0,Linux,2277,NL,Bing
22.0,OSX,356,EN,Google
16.0,Linux,572,GE,Google
27.0,mobile,4349,GE,Bing
39.0,mobile,1403,EN,NA
31.0,mobile,1740,GE,Google
36.0,OSX,4129,GE,Bing
49.0,Linux,4988,GE,Google
31.0,Windows,4263,EN,Google
37.0,Windows,904,NL,NA
22.0,Linux,1598,NL,Bing
22.0,Windows,3910,EN,NA
27.0,mobile,1006,EN,Bing
43.0,Linux,2226,EN,NA
32.0,Linux,4968,GE,Google
32.0,mobile,2041,EN,NA
27.0,mobile,743,EN,NA
37.0,Windows,3750,GE,NA
34.0,Linux,3356,EN,NA
27.0,Windows,3034,EN,Google
42.0,OSX,1911,GE,Google
25.0,mobile,1063,GE,Google
42.0,mobile,2246,EN,Google
32.0,Linux,3033,NL,NA
47.0,mobile,39,GE,NA
41.0,mobile,856,EN,NA
27.0,mobile,3860,EN,Bing
41.0,OSX,3905,EN,NA
28.0,mobile,734,GE,NA
49.0,mobile,2672,NL,Google
41.0,mobile,3597,EN,Google
32.0,Windows,2992,GE,Bing
30.0,Windows,4959,NL,NA
31.0,Windows,1582,EN,Google
53.0,mobile,1960,NL,NA
33.0,mobile,546,NL,NA
32.0,mobile,4264,GE,Google
29.0,Linux,3390,NL,Bing
20.0,mobile,2961,EN,Google
33.0,mobile,4309,EN,NA
49.0,mobile,2400,GE,Bing
35.0,Linux,1716,GE,NA
24.0,Linux,2461,EN,Bing
29.0,mobile,3077,GE,Google
47.0,Windows,1839,GE,NA
