Age,Agent,ID,Language,Referer
30.0,mobile,2786,GE,Bing
37.0,OSX,465,NL,NA
29.0,mobile,1974,EN,Bing
45.0,Linux,2703,GE,NA
46.0,mobile,4257,EN,Bing
36.0,Windows,3107,NL,Google
32.0,OSX,3405,NL,Bing
29.0,mobile,3077,NL,Google
34.0,mobile,4568,NL,Bing
34.0,Linux,1855,NL,NA
23.0,OSX,4314,NL,NA
28.0,OSX,4761,GE,Google
24.0,Linux,1286,GE,Bing
29.0,mobile,3631,GE,Bing
53.0,Windows,2516,GE,Bing
26.0,mobile,1466,GE,NA
35.0,Windows,4808,GE,NA
38.0,Windows,4246,EN,Google
39.0,OSX,3313,NL,Bing
30.0,mobile,3640,NL,Google
42.0,OSX,1911,GE,Bing
36.0,Linux,444,GE,NA
37.0,mobile,4928,NL,Bing
45.0,OSX,3201,NL,NA
20.0,mobile,559,EN,NA
24.0,mobile,964,NL,Google
33.0,mobile,3326,NL,Bing
31.0,mobile,4730,EN,Google
46.0,mobile,3797,GE,Google
49.0,Linux,4825,NL,NA
28.0,mobile,4320,EN,Bing
44.0,mobile,1295,EN,Google
18.0,Linux,4912,EN,Google
28.0,OSX,993,NL,Google
23.0,Windows,2658,NL,Google
30.0,Windows,4914,GE,Google
26.0,mobile,2711,EN,Google
31.0,mobile,3273,EN,Bing
28.0,Windows,4082,GE,Google
34.0,mobile,3345,NL,Bing
41.0,mobile,4356,EN,Bing
28.0,mobile,3606,GE,NA
19.0,Linux,1409,EN,Google
32.0,OSX,1238,NL,NA
25.0,OSX,2564,GE,NA
51.0,mobile,288,GE,Google
21.0,Linux,329,GE,Google
26.0,OSX,4156,EN,Google
38.0,OSX,1308,EN,NA
29.0,mobile,1752,EN,Bing
34.0,Linux,8,EN,Google
31.0,mobile,807,NL,NA
37.0,mobile,2633,NL,NA
24.0,Linux,4571,EN,Google
33.0,mobile,4309,NL,Bing
50.0,mobile,3233,EN,NA
34.0,mobile,256,NL,Bing
45.0,Windows,1057,EN,Bing
39.0,OSX,4722,GE,Google
50.0,mobile,2620,NL,Bing
20.0,Linux,4681,EN,Google
29.0,mobile,4426,NL,Bing
34.0,mobile,2762,GE,Bing
33.0,Linux,1830,NL,Google
37.0,mobile,4453,EN,NA
28.0,OSX,4514,EN,Google
34.0,mobile,4546,NL,Google
41.0,OSX,4985,NL,Bing
32.0,mobile,3825,NL,NA
32.0,Windows,1688,GE,Google
42.0,mobile,2983,EN,NA
26.0,mobile,798,EN,NA
54.0,Windows,924,EN,NA
37.0,mobile,1343,GE,Bing
23.0,OSX,2510,NL,Bing
24.0,Linux,2006,NL,Bing
31.0,OSX,2651,GE,Google
33.0,Windows,692,NL,NA
26.0,OSX,1466,NL,NA
40.0,Windows,2649,NL,NA
31.0,mobile,2019,EN,Google
38.0,Linux,2037,EN,Bing
27.0,mobile,4496,EN,NA
44.0,OSX,3566,NL,Bing
37.0,OSX,3137,EN,NA
32.0,Linux,3033,EN,Bing
42.0,mobile,4099,GE,NA
47.0,Linux,1837,EN,Google
37.0,mobile,1841,EN,Google
37.0,Windows,1427,NL,Google
28.0,mobile,3706,GE,Google
44.0,mobile,1897,NL,NA
31.0,OSX,2184,GE,NA
30.0,mobile,3155,NL,Bing
39.0,Windows,3969,GE,Bing
24.0,mobile,135,GE,Google
22.0,Windows,283,GE,Google
31.0,Windows,3997,EN,NA
28.0,mobile,1020,EN,Bing
52.0,mobile,4166,GE,Google
40.0,mobile,1646,GE,Bing
36.0,Linux,975,NL,Google
39.0,Windows,4736,GE,Bing
53.0,mobile,2038,EN,Google
42.0,mobile,4710,NL,Google
25.0,mobile,4606,NL,Bing
32.0,mobile,3327,GE,NA
23.0,mobile,4728,GE,NA
32.0,mobile,4951,NL,Google
28.0,Windows,4598,EN,Google
39.0,mobile,243,NL,Bing
24.0,mobile,4561,GE,Google
55.0,OSX,1299,GE,NA
22.0,Windows,715,GE,Google
38.0,mobile,2943,EN,NA
33.0,Linux,3667,GE,NA
28.0,Linux,3477,EN,NA
41.0,Linux,138,NL,Bing
34.0,mobile,3613,NL,Bing
24.0,Windows,923,EN,NA
28.0,OSX,4311,NL,Bing
37.0,Linux,4453,EN,NA
31.0,mobile,2571,EN,Bing
26.0,Linux,4127,EN,NA
41.0,mobile,4645,EN,Google
39.0,mobile,74,GE,Google
24.0,Linux,3042,GE,NA
32.0,Linux,4540,NL,NA
29.0,mobile,960,NL,Google
26.0,Linux,2838,NL,Google
24.0,Windows,395,GE,Google
19.0,mobile,207,NL,NA
69.0,Linux,2073,EN,Bing
29.0,mobile,3301,GE,Google
35.0,Linux,4506,EN,Bing
43.0,Windows,2121,NL,Bing
18.0,mobile,4899,NL,Bing
35.0,OSX,1802,EN,NA
23.0,mobile,4101,EN,Bing
49.0,mobile,2672,GE,Google
27.0,mobile,3062,EN,Bing
22.0,Windows,3714,GE,Bing
30.0,OSX,4663,GE,NA
24.0,mobile,2911,GE,NA
30.0,Linux,3877,GE,Bing
34.0,Linux,417,GE,NA
35.0,mobile,3058,NL,Google
25.0,mobile,2757,NL,Google
28.0,Windows,3683,EN,Bing
45.0,Windows,4646,GE,Bing
30.0,Windows,1990,EN,Bing
29.0,mobile,3061,NL,NA
37.0,Linux,4430,EN,Bing
33.0,Windows,2479,EN,Google
25.0,Linux,4587,GE,Bing
49.0,Windows,4631,EN,NA
34.0,Windows,2638,NL,Google
32.0,Linux,3336,NL,NA
21.0,mobile,682,NL,Bing
34.0,mobile,2590,GE,Google
31.0,mobile,4173,GE,Bing
32.0,OSX,2840,NL,NA
27.0,Windows,3184,GE,Bing
37.0,mobile,769,GE,NA
26.0,Linux,3024,NL,NA
41.0,mobile,1347,GE,Bing
35.0,Windows,1849,NL,NA
37.0,mobile,3183,EN,Bing
29.0,mobile,1819,EN,Bing
28.0,mobile,3888,NL,Google
36.0,mobile,1661,GE,Google
21.0,Windows,3035,EN,Bing
24.0,mobile,1710,EN,Google
27.0,OSX,4716,NL,Bing
25.0,mobile,3637,EN,NA
30.0,mobile,3976,EN,NA
34.0,mobile,2316,NL,Google
25.0,Linux,4872,GE,Bing
42.0,OSX,1075,GE,NA
34.0,Windows,4048,GE,NA
25.0,Linux,3851,NL,NA
40.0,Windows,4538,GE,Google
60.0,Windows,146,GE,NA
30.0,Windows,29,EN,Google
39.0,mobile,4796,GE,Google
19.0,Linux,1409,EN,Google
27.0,Linux,4091,EN,Bing
22.0,Windows,4448,GE,Google
30.0,mobile,2161,NL,Google
31.0,mobile,970,GE,NA
37.0,mobile,718,NL,Google
23.0,Windows,1920,NL,Google
60.0,mobile,2609,NL,Google
47.0,mobile,1951,EN,Bing
32.0,OSX,4051,NL,Bing
31.0,mobile,561,EN,Google
37.0,OSX,3373,EN,Google
36.0,Linux,2608,GE,Bing
61.0,mobile,1395,EN,Bing
35.0,mobile,212,NL,Google
33.0,Windows,3016,NL,Bing
28.0,mobile,2277,GE,Bing
32.0,OSX,3825,NL,Google
22.0,mobile,1143,GE,Google
30.0,OSX,1656,EN,NA
32.0,mobile,1677,GE,Google
25.0,OSX,2201,NL,NA
29.0,mobile,3096,GE,Google
23.0,OSX,4509,EN,NA
25.0,Windows,4360,GE,Bing
26.0,Windows,871,EN,Google
