Age,Agent,ID,Language,Referer
36.0,mobile,4918,GE,Google
37.0,mobile,122,EN,Bing
29.0,Windows,1005,NL,Google
36.0,mobile,3321,NL,Google
27.0,mobile,294,NL,NA
34.0,Windows,2823,NL,NA
49.0,mobile,4338,NL,NA
36.0,OSX,4129,GE,Bing
42.0,Linux,3073,GE,Google
28.0,mobile,3311,EN,Bing
35.0,OSX,2304,GE,Bing
28.0,Linux,1020,EN,Bing
37.0,mobile,1279,EN,NA
25.0,mobile,1536,EN,Google
36.0,OSX,4255,NL,NA
28.0,Windows,4745,GE,Bing
33.0,mobile,612,GE,Bing
37.0,OSX,653,NL,NA
31.0,mobile,566,EN,NA
40.0,OSX,1481,EN,Google
20.0,Linux,559,NL,NA
34.0,Windows,3225,GE,Google
32.0,Linux,907,EN,NA
54.0,OSX,4393,GE,Bing
26.0,Windows,599,GE,NA
30.0,mobile,458,NL,NA
35.0,mobile,1170,NL,Bing
33.0,OSX,2407,EN,NA
30.0,OSX,3640,GE,Google
34.0,mobile,2281,GE,Bing
22.0,mobile,2315,EN,Google
30.0,mobile,2539,NL,Bing
31.0,mobile,4608,NL,Google
32.0,OSX,3825,NL,NA
30.0,Windows,3700,EN,Bing
37.0,Windows,2636,GE,Bing
21.0,mobile,3255,GE,Bing
21.0,OSX,2808,EN,NA
35.0,Linux,3216,GE,Bing
27.0,OSX,1019,NL,NA
38.0,Linux,3881,NL,NA
32.0,Windows,1406,GE,Google
38.0,mobile,1187,NL,Bing
24.0,mobile,1611,NL,Google
22.0,OSX,2090,GE,Bing
30.0,OSX,3730,GE,Bing
32.0,mobile,1857,GE,Google
28.0,OSX,1843,NL,Google
43.0,OSX,2520,NL,Google
44.0,mobile,3962,NL,Bing
28.0,Linux,1934,GE,Google
39.0,Windows,3969,NL,Bing
24.0,Linux,2006,EN,NA
34.0,OSX,2556,GE,NA
52.0,Linux,554,GE,Google
27.0,mobile,2810,EN,Bing
26.0,Windows,2818,GE,Bing
46.0,Windows,1620,EN,NA
39.0,mobile,935,GE,Google
44.0,OSX,3822,GE,NA
30.0,mobile,1448,NL,Bing
38.0,Linux,3151,GE,Google
46.0,Linux,889,NL,Bing
35.0,mobile,2168,EN,Google
37.0,mobile,878,NL,Google
34.0,mobile,2616,GE,NA
30.0,OSX,2449,NL,NA
35.0,mobile,1373,GE,Bing
30.0,Windows,1529,NL,Bing
30.0,OSX,4689,NL,Bing
21.0,mobile,3381,EN,Google
35.0,mobile,1517,NL,Bing
44.0,OSX,2070,NL,NA
40.0,mobile,1012,NL,NA
29.0,mobile,3897,NL,Bing
36.0,Windows,4417,NL,Bing
34.0,Linux,3050,GE,Bing
50.0,mobile,4267,GE,Google
32.0,mobile,2446,GE,NA
43.0,mobile,4787,GE,NA
32.0,Linux,1933,GE,NA
34.0,OSX,3362,EN,Bing
27.0,mobile,2297,EN,Bing
50.0,mobile,2933,NL,Bing
30.0,Linux,3282,NL,NA
27.0,OSX,1255,GE,Bing
33.0,OSX,2615,NL,Bing
32.0,Linux,2151,NL,Google
43.0,Linux,2226,GE,Google
27.0,Linux,4133,EN,Bing
35.0,mobile,354,GE,Bing
22.0,Linux,2498,GE,Bing
50.0,OSX,2404,NL,Google
30.0,Windows,4362,GE,Google
56.0,OSX,3922,GE,NA
37.0,OSX,4800,NL,Bing
29.0,Linux,3826,EN,NA
36.0,OSX,1862,NL,Bing
34.0,mobile,468,GE,Google
28.0,mobile,3378,EN,Google
51.0,mobile,11,EN,Google
33.0,mobile,1783,NL,NA
57.0,mobile,1647,EN,Google
22.0,Linux,1089,EN,Google
20.0,mobile,714,NL,Google
37.0,mobile,2745,GE,NA
31.0,mobile,1582,EN,Google
20.0,mobile,4961,GE,Bing
37.0,mobile,107,NL,Google
43.0,Linux,1341,GE,Bing
30.0,OSX,2561,GE,NA
27.0,mobile,1504,NL,Google
29.0,Linux,4351,NL,Bing
39.0,OSX,243,NL,Bing
37.0,Windows,4336,EN,Bing
34.0,mobile,1127,GE,Google
39.0,Windows,2948,NL,NA
25.0,Windows,2173,EN,Bing
37.0,mobile,4928,GE,Google
31.0,Linux,4687,GE,Google
32.0,mobile,3304,EN,NA
36.0,Windows,3760,EN,NA
30.0,mobile,1757,NL,Google
52.0,mobile,3163,GE,Bing
48.0,Linux,489,GE,Google
39.0,Linux,3100,GE,Bing
26.0,Linux,218,NL,Google
30.0,OSX,2105,EN,NA
35.0,Windows,3712,GE,Bing
41.0,mobile,2311,GE,Google
43.0,mobile,1962,GE,NA
33.0,mobile,2587,GE,Bing
48.0,mobile,4741,EN,Bing
49.0,mobile,4825,EN,NA
54.0,OSX,2646,NL,NA
51.0,mobile,350,GE,Bing
47.0,Windows,1951,EN,Bing
24.0,OSX,1995,GE,NA
32.0,Linux,2074,GE,Bing
25.0,mobile,1780,EN,Bing
32.0,OSX,2700,GE,NA
35.0,mobile,3518,NL,Bing
31.0,Linux,2882,GE,Bing
18.0,mobile,4899,GE,Bing
34.0,Windows,4148,GE,NA
40.0,mobile,1021,NL,Google
47.0,mobile,4500,NL,Google
34.0,mobile,1515,EN,Bing
29.0,mobile,783,NL,Bing
22.0,mobile,3215,NL,NA
36.0,Windows,3246,NL,Google
33.0,mobile,4520,NL,Bing
35.0,mobile,709,NL,Google
30.0,mobile,949,GE,Google
37.0,Windows,878,NL,Google
51.0,OSX,3057,EN,Bing
39.0,mobile,4714,EN,Bing
24.0,mobile,4981,EN,Bing
31.0,mobile,632,EN,Google
40.0,Windows,371,EN,NA
22.0,mobile,1061,EN,Google
18.0,mobile,706,EN,Bing
36.0,mobile,411,EN,Bing
48.0,mobile,3844,GE,NA
34.0,mobile,4967,GE,Bing
28.0,mobile,3741,NL,Google
35.0,mobile,497,GE,NA
43.0,mobile,2312,NL,NA
33.0,Windows,1160,NL,Google
40.0,Windows,2071,GE,Bing
39.0,Windows,1097,NL,Google
30.0,mobile,337,EN,Bing
26.0,Linux,929,NL,Bing
33.0,Windows,9,NL,NA
34.0,OSX,805,EN,Google
41.0,mobile,861,GE,Google
44.0,mobile,1295,EN,NA
29.0,mobile,703,EN,NA
40.0,mobile,4554,GE,Bing
32.0,mobile,1382,NL,Google
25.0,Windows,4360,GE,Google
34.0,mobile,3307,EN,NA
29.0,mobile,2235,EN,Google
40.0,mobile,3168,GE,Bing
33.0,mobile,2499,GE,Bing
31.0,Linux,4491,EN,Google
24.0,Linux,4827,EN,Google
46.0,Linux,2126,NL,NA
27.0,mobile,145,GE,Bing
24.0,mobile,3382,NL,Bing
33.0,Windows,2883,EN,Bing
48.0,OSX,2582,NL,Google
37.0,OSX,463,NL,Google
35.0,mobile,2079,NL,NA
35.0,mobile,19,GE,Google
25.0,OSX,4591,GE,NA
31.0,mobile,1636,NL,Bing
44.0,mobile,483,EN,Google
23.0,Windows,4652,GE,NA
53.0,Linux,881,EN,Google
46.0,mobile,1174,GE,Bing
33.0,Linux,261,NL,Google
34.0,Windows,2918,NL,Bing
32.0,mobile,4536,NL,NA
35.0,Linux,1554,GE,Google
36.0,mobile,4816,EN,Google
43.0,OSX,4791,EN,Bing
38.0,mobile,3337,GE,Google
32.0,mobile,4078,GE,Google
33.0,mobile,1273,NL,Google
33.0,mobile,1937,NL,Bing
32.0,Windows,4243,NL,Google
25.0,OSX,1001,EN,Google
35.0,Windows,2788,EN,NA
39.0,Linux,4249,EN,Google
35.0,mobile,2131,GE,NA
34.0,OSX,377,EN,NA
47.0,mobile,1837,EN,Google
38.0,mobile,2930,EN,Bing
33.0,Linux,3503,EN,Google
58.0,OSX,254,EN,Bing
28.0,mobile,1205,NL,Google
