Age,Agent,ID,Language,Referer
42.0,Linux,4735,EN,Google
47.0,OSX,842,GE,Google
34.0,Windows,4953,EN,Bing
24.0,Windows,3431,EN,NA
32.0,mobile,2319,NL,Google
28.0,mobile,2931,GE,NA
32.0,mobile,2512,GE,NA
44.0,mobile,162,NL,Google
30.0,Windows,4204,NL,Bing
28.0,mobile,3358,GE,Bing
23.0,mobile,4651,GE,Bing
23.0,OSX,4460,EN,NA
32.0,mobile,3304,EN,Bing
17.0,mobile,4216,GE,Bing
41.0,Linux,1347,EN,NA
30.0,mobile,911,NL,Bing
29.0,mobile,3390,NL,NA
31.0,Linux,791,GE,NA
31.0,mobile,2414,EN,NA
33.0,mobile,3115,NL,Google
44.0,Linux,2376,NL,NA
44.0,mobile,1492,EN,NA
36.0,mobile,4255,NL,Bing
38.0,mobile,2691,EN,Bing
34.0,Linux,1760,EN,Bing
28.0,mobile,2999,GE,NA
26.0,Linux,60,NL,NA
25.0,Windows,2001,NL,Bing
29.0,mobile,4780,EN,Bing
37.0,mobile,3593,EN,Bing
21.0,mobile,3453,EN,Bing
31.0,mobile,1467,EN,NA
30.0,mobile,578,GE,NA
29.0,Linux,4679,NL,NA
28.0,Linux,2771,EN,Bing
28.0,mobile,1367,NL,Bing
31.0,OSX,4622,NL,Google
41.0,OSX,1550,EN,Google
25.0,Windows,1063,NL,Google
37.0,mobile,3930,NL,Google
33.0,mobile,4975,NL,Bing
24.0,mobile,4472,NL,Bing
33.0,mobile,2656,EN,Bing
30.0,mobile,4641,GE,Google
31.0,mobile,1815,EN,Google
26.0,Windows,1991,NL,Bing
37.0,Linux,443,EN,Bing
37.0,OSX,1320,EN,NA
28.0,mobile,4240,NL,Google
39.0,mobile,1207,EN,Google
23.0,Windows,381,EN,Bing
25.0,mobile,3300,GE,Bing
37.0,mobile,1204,GE,Google
33.0,Linux,2612,NL,Google
31.0,OSX,1044,GE,Google
22.0,mobile,1344,GE,Bing
34.0,mobile,2996,EN,Bing
30.0,mobile,3334,GE,NA
48.0,Linux,449,NL,Google
45.0,mobile,1527,NL,Bing
32.0,mobile,907,NL,Bing
52.0,OSX,325,NL,Google
51.0,Windows,4707,GE,Google
37.0,mobile,4072,EN,Google
44.0,Windows,285,NL,Bing
40.0,mobile,1021,NL,Google
34.0,OSX,3682,EN,Google
51.0,OSX,884,EN,Google
