Age,Agent,ID,Language,Referer
37.0,Linux,2533,GE,Bing
36.0,OSX,2508,NL,Google
19.0,mobile,4889,GE,Google
40.0,Linux,895,GE,NA
26.0,mobile,2373,NL,Google
21.0,mobile,4438,EN,Bing
33.0,OSX,2488,NL,Bing
30.0,OSX,3855,GE,Google
35.0,Windows,314,EN,Bing
33.0,mobile,3879,GE,Google
38.0,mobile,3761,GE,Bing
53.0,Linux,4151,EN,Bing
31.0,Windows,1582,EN,Google
29.0,mobile,2388,EN,Google
64.0,OSX,1082,NL,Bing
34.0,OSX,805,EN,Google
21.0,Windows,1635,GE,Bing
39.0,OSX,4722,GE,Google
57.0,Linux,1927,NL,Bing
39.0,mobile,3105,NL,Google
38.0,OSX,1482,GE,Google
34.0,Windows,2133,NL,NA
28.0,Linux,2771,GE,Bing
31.0,mobile,3892,GE,NA
34.0,OSX,1890,NL,Google
50.0,Windows,3680,NL,Bing
48.0,mobile,2726,NL,Google
32.0,Linux,99,NL,NA
30.0,mobile,31,EN,Bing
33.0,mobile,3667,GE,Google
41.0,mobile,4727,NL,Google
37.0,mobile,1390,GE,NA
31.0,mobile,3776,NL,NA
38.0,OSX,1459,EN,Bing
29.0,mobile,2235,GE,Google
34.0,Linux,2423,EN,Google
34.0,mobile,205,GE,Bing
32.0,Linux,3116,NL,Bing
40.0,mobile,4743,GE,Google
39.0,Linux,36,EN,NA
32.0,Windows,4078,GE,Google
32.0,mobile,1509,NL,Google
26.0,mobile,3628,EN,Google
31.0,Linux,2744,GE,Bing
37.0,mobile,581,NL,NA
36.0,mobile,403,GE,NA
37.0,OSX,4969,EN,Bing
36.0,OSX,2013,GE,Google
33.0,mobile,3444,NL,NA
37.0,mobile,1841,NL,Google
29.0,Linux,3469,EN,Google
32.0,Linux,3882,EN,Bing
24.0,mobile,3959,EN,Bing
28.0,mobile,712,NL,Bing
33.0,Linux,346,GE,Bing
37.0,mobile,2984,NL,Google
24.0,mobile,3032,EN,Google
35.0,mobile,3401,EN,Google
43.0,mobile,1608,NL,NA
24.0,Linux,2221,GE,NA
38.0,OSX,4159,NL,NA
27.0,mobile,786,EN,Bing
31.0,Windows,1705,EN,Google
31.0,Linux,3366,EN,Google
25.0,Linux,2230,GE,Bing
31.0,Linux,1526,NL,NA
34.0,OSX,582,NL,NA
48.0,mobile,3530,NL,Google
51.0,mobile,4434,GE,Google
22.0,mobile,4837,NL,Google
22.0,Linux,4451,GE,Google
53.0,mobile,4464,NL,Bing
28.0,Windows,422,EN,NA
49.0,Linux,14,EN,Bing
55.0,mobile,3090,NL,NA
37.0,mobile,904,NL,NA
28.0,mobile,1182,NL,Google
37.0,mobile,3930,EN,Google
