Age,Agent,ID,Language,Referer
36.0,mobile,3191,NL,Bing
31.0,Windows,1074,EN,NA
31.0,Windows,1304,GE,Google
29.0,mobile,2280,GE,Bing
42.0,mobile,1140,NL,Bing
44.0,mobile,483,EN,Bing
41.0,mobile,1873,NL,Bing
28.0,Linux,510,GE,NA
42.0,mobile,3145,NL,NA
21.0,mobile,1861,GE,Bing
35.0,mobile,2330,EN,Google
28.0,mobile,610,EN,Google
29.0,mobile,3506,GE,NA
42.0,Linux,689,NL,Google
33.0,OSX,600,NL,Bing
32.0,mobile,782,GE,Google
46.0,mobile,1569,GE,Google
33.0,Windows,2879,EN,Bing
46.0,OSX,4341,NL,Bing
28.0,Linux,4690,GE,Bing
37.0,mobile,4175,GE,Google
34.0,mobile,2157,GE,Google
42.0,Linux,2938,NL,NA
28.0,mobile,2583,NL,NA
65.0,OSX,101,GE,Bing
38.0,OSX,920,EN,Bing
22.0,mobile,349,NL,Bing
33.0,Linux,723,GE,NA
29.0,mobile,3349,NL,Bing
30.0,mobile,4371,EN,Google
40.0,mobile,2214,GE,Google
25.0,mobile,2172,GE,NA
29.0,Windows,3084,EN,Bing
26.0,mobile,4127,NL,Google
27.0,Windows,3164,NL,Bing
57.0,Windows,4446,NL,NA
39.0,Linux,4141,GE,NA
29.0,OSX,3578,EN,Bing
28.0,OSX,299,GE,Bing
39.0,mobile,2352,GE,Google
23.0,Windows,2555,NL,Bing
32.0,OSX,3825,GE,NA
36.0,Windows,2915,NL,NA
29.0,mobile,3636,EN,NA
26.0,Linux,4845,GE,NA
46.0,mobile,3248,NL,Google
37.0,mobile,165,NL,Bing
37.0,mobile,3737,NL,Google
38.0,mobile,310,GE,Google
36.0,Windows,1046,GE,Google
26.0,mobile,2051,NL,Google
37.0,mobile,28,EN,NA
34.0,mobile,4143,NL,NA
28.0,mobile,4788,NL,Google
33.0,OSX,2219,GE,Google
25.0,OSX,4120,GE,Bing
35.0,mobile,227,NL,Bing
39.0,mobile,4475,GE,Google
30.0,Linux,2722,EN,Bing
31.0,Windows,2714,NL,Bing
32.0,OSX,4583,NL,Google
30.0,mobile,280,EN,NA
28.0,mobile,671,EN,NA
36.0,mobile,3426,GE,Google
37.0,mobile,4116,GE,Google
22.0,mobile,3574,NL,Bing
18.0,mobile,4899,GE,Bing
31.0,Windows,3721,GE,Google
40.0,Windows,1675,NL,NA
41.0,Linux,4401,GE,Google
22.0,mobile,2332,EN,Google
