Age,Agent,ID,Language,Referer
33.0,Linux,2587,GE,NA
48.0,mobile,4741,GE,Google
49.0,Linux,4825,NL,Bing
54.0,OSX,2646,GE,Google
51.0,Windows,350,GE,NA
47.0,mobile,1951,GE,Google
24.0,mobile,1995,NL,NA
32.0,mobile,2074,GE,Bing
25.0,mobile,1780,NL,Bing
32.0,mobile,2700,GE,NA
35.0,mobile,3518,GE,Bing
31.0,Linux,2882,GE,NA
18.0,Linux,4899,NL,Google
34.0,Windows,4148,GE,Bing
40.0,mobile,1021,GE,Google
47.0,OSX,4500,EN,NA
34.0,OSX,1515,NL,Bing
29.0,Windows,783,EN,Google
22.0,mobile,3215,NL,Google
36.0,Windows,3246,NL,Bing
33.0,OSX,4520,NL,Bing
35.0,mobile,709,NL,Google
30.0,mobile,949,GE,Bing
37.0,Windows,878,EN,Bing
51.0,OSX,3057,EN,Bing
39.0,mobile,4714,EN,Google
24.0,mobile,4981,GE,Google
31.0,mobile,632,EN,NA
40.0,mobile,371,EN,Google
22.0,Linux,1061,GE,Bing
18.0,mobile,706,EN,Google
36.0,OSX,411,EN,Google
48.0,mobile,3844,NL,Bing
34.0,OSX,4967,GE,Bing
28.0,Linux,3741,EN,Google
35.0,mobile,497,GE,Bing
43.0,mobile,2312,EN,Bing
33.0,Windows,1160,EN,Google
40.0,mobile,2071,GE,Google
39.0,mobile,1097,EN,Bing
30.0,Linux,337,GE,Bing
26.0,Linux,929,EN,Bing
33.0,mobile,9,NL,Google
34.0,mobile,805,EN,NA
41.0,mobile,861,EN,Google
44.0,Linux,1295,EN,NA
29.0,mobile,703,EN,NA
40.0,Linux,4554,GE,Bing
32.0,mobile,1382,GE,Google
25.0,Windows,4360,NL,Bing
34.0,mobile,3307,GE,NA
29.0,Linux,2235,GE,Google
40.0,Windows,3168,NL,NA
33.0,mobile,2499,GE,Bing
31.0,mobile,4491,EN,Google
24.0,mobile,4827,EN,Bing
46.0,Linux,2126,EN,Bing
27.0,mobile,145,GE,Google
24.0,OSX,3382,EN,Google
33.0,Windows,2883,EN,Bing
48.0,OSX,2582,NL,Google
37.0,mobile,463,NL,Google
35.0,mobile,2079,NL,NA
35.0,mobile,19,EN,Bing
25.0,mobile,4591,GE,NA
31.0,mobile,1636,NL,Bing
44.0,mobile,483,EN,Bing
23.0,mobile,4652,GE,Bing
53.0,Linux,881,EN,Google
46.0,mobile,1174,EN,Google
33.0,Linux,261,NL,Google
34.0,mobile,2918,EN,Bing
32.0,Windows,4536,NL,NA
35.0,mobile,1554,EN,Google
36.0,mobile,4816,NL,Google
43.0,mobile,4791,GE,Bing
38.0,Linux,3337,NL,Bing
32.0,Windows,4078,GE,Google
33.0,mobile,1273,NL,Google
33.0,mobile,1937,EN,Bing
32.0,Windows,4243,GE,Google
25.0,mobile,1001,GE,Bing
35.0,mobile,2788,GE,Google
39.0,Linux,4249,NL,Google
35.0,Windows,2131,NL,NA
34.0,OSX,377,GE,NA
47.0,mobile,1837,NL,Google
38.0,Linux,2930,NL,Bing
33.0,Linux,3503,EN,Google
58.0,mobile,254,GE,Bing
28.0,mobile,1205,NL,Google
30.0,mobile,1297,NL,Bing
50.0,Windows,4398,NL,Google
25.0,mobile,565,NL,Google
24.0,mobile,1223,EN,Google
38.0,mobile,3810,EN,NA
38.0,mobile,3621,EN,NA
50.0,OSX,1025,NL,NA
43.0,mobile,2988,GE,NA
34.0,mobile,2483,GE,Bing
29.0,mobile,3897,NL,Google
36.0,OSX,4054,GE,NA
42.0,OSX,195,EN,Google
50.0,mobile,654,NL,Bing
33.0,mobile,9,EN,Google
38.0,Windows,844,GE,Bing
18.0,mobile,1183,GE,NA
52.0,Linux,554,EN,Google
46.0,Windows,3994,GE,Google
28.0,mobile,2717,NL,NA
36.0,Windows,409,NL,Google
35.0,Windows,3438,GE,Bing
27.0,OSX,4716,NL,NA
37.0,Linux,4430,EN,Google
29.0,mobile,4618,GE,NA
30.0,mobile,505,EN,Google
42.0,Windows,2457,GE,Bing
24.0,Linux,840,GE,Google
49.0,mobile,2084,EN,Google
37.0,OSX,3592,EN,Google
24.0,mobile,2274,EN,NA
35.0,OSX,2454,GE,NA
27.0,Windows,2699,NL,Google
30.0,mobile,3940,NL,Google
22.0,Linux,887,EN,NA
28.0,Windows,3391,GE,Google
34.0,mobile,2830,NL,Google
28.0,OSX,3378,EN,Bing
45.0,OSX,1079,GE,Bing
22.0,mobile,2332,EN,Google
41.0,mobile,1575,NL,NA
22.0,OSX,353,NL,Bing
28.0,mobile,1317,NL,NA
32.0,OSX,3093,EN,Bing
50.0,Linux,4063,EN,NA
30.0,mobile,2213,GE,Google
41.0,mobile,1069,EN,Bing
29.0,Linux,3826,EN,NA
27.0,mobile,2103,GE,Google
36.0,OSX,4891,NL,NA
24.0,Linux,3042,GE,NA
32.0,mobile,2688,GE,Google
29.0,mobile,457,EN,Bing
34.0,mobile,3375,GE,NA
32.0,OSX,2114,NL,NA
41.0,mobile,4134,NL,Bing
32.0,mobile,2294,NL,Google
37.0,Linux,2420,EN,NA
25.0,Windows,827,NL,Google
33.0,Windows,4980,EN,Bing
44.0,mobile,3962,GE,Bing
38.0,mobile,2099,EN,Google
32.0,Linux,1528,EN,Google
40.0,OSX,4463,GE,NA
50.0,mobile,1190,EN,NA
40.0,mobile,2791,GE,Bing
49.0,OSX,1543,EN,NA
21.0,mobile,3557,NL,Bing
23.0,mobile,3106,GE,NA
25.0,mobile,1413,EN,NA
30.0,OSX,4820,GE,Bing
31.0,mobile,1989,GE,NA
35.0,mobile,4647,NL,NA
28.0,Windows,4857,GE,NA
39.0,mobile,169,EN,Bing
35.0,mobile,1138,NL,Google
43.0,mobile,3041,GE,Google
50.0,OSX,2321,GE,NA
47.0,mobile,66,NL,NA
44.0,mobile,2413,EN,Google
34.0,mobile,8,EN,Google
46.0,mobile,228,EN,Bing
38.0,Linux,2086,GE,Bing
42.0,mobile,4771,GE,Google
33.0,mobile,1893,NL,Google
43.0,mobile,1592,EN,Google
27.0,Windows,3164,NL,Google
22.0,mobile,50,GE,NA
31.0,OSX,3872,EN,Bing
37.0,Linux,1262,GE,NA
44.0,Linux,3394,GE,Bing
22.0,mobile,1268,EN,Google
23.0,Linux,1876,NL,NA
36.0,mobile,2921,EN,Google
29.0,Linux,3746,EN,NA
37.0,Windows,2470,GE,Google
40.0,Linux,1194,EN,Bing
23.0,Linux,4379,GE,Bing
34.0,mobile,3770,NL,Google
36.0,OSX,4672,NL,Bing
34.0,mobile,3644,EN,Bing
32.0,mobile,3510,GE,Google
37.0,Windows,1302,EN,NA
46.0,mobile,4803,NL,NA
38.0,OSX,2227,EN,NA
32.0,mobile,4017,EN,Google
43.0,mobile,2312,EN,Bing
40.0,Linux,2835,NL,Bing
22.0,Windows,715,NL,Google
33.0,mobile,431,NL,Bing
25.0,mobile,4831,EN,Bing
21.0,Windows,900,EN,Google
36.0,OSX,411,GE,Google
30.0,mobile,4871,GE,Google
29.0,mobile,3758,NL,Google
22.0,mobile,1936,GE,NA
