Age,Agent,ID,Language,Referer
30.0,mobile,832,EN,Bing
31.0,Windows,2136,EN,NA
36.0,OSX,4195,EN,Bing
34.0,mobile,8,GE,NA
30.0,Linux,2066,EN,Bing
32.0,mobile,367,GE,NA
30.0,OSX,1297,NL,Bing
30.0,Windows,1990,EN,Google
35.0,Windows,4808,NL,Google
38.0,mobile,3881,GE,Bing
47.0,mobile,4269,GE,Google
44.0,mobile,1153,GE,Google
48.0,mobile,2021,NL,Google
24.0,Linux,4352,NL,Bing
33.0,mobile,2450,NL,Bing
41.0,mobile,1312,EN,Google
42.0,mobile,2519,GE,NA
26.0,OSX,1668,NL,NA
25.0,Windows,3300,GE,Google
46.0,Windows,257,EN,Google
31.0,mobile,150,GE,Google
42.0,mobile,3717,EN,Google
52.0,mobile,3442,NL,NA
36.0,mobile,4139,EN,Bing
38.0,mobile,3961,GE,NA
25.0,mobile,4931,GE,Bing
26.0,Linux,2559,EN,Bing
41.0,mobile,4632,EN,Google
29.0,Windows,4277,NL,NA
35.0,mobile,1604,EN,NA
46.0,mobile,4812,EN,Google
36.0,mobile,3982,EN,NA
38.0,mobile,1188,GE,Google
33.0,Windows,4529,NL,Bing
38.0,mobile,818,GE,NA
27.0,mobile,65,GE,Google
47.0,mobile,4556,NL,NA
25.0,mobile,1536,NL,Google
29.0,mobile,3483,EN,NA
49.0,mobile,4052,EN,Google
24.0,Linux,135,GE,Google
24.0,mobile,2461,NL,Bing
35.0,OSX,4907,GE,Bing
34.0,OSX,1294,NL,NA
39.0,mobile,3890,NL,Google
35.0,Linux,3083,NL,Bing
26.0,mobile,1979,EN,Google
28.0,Linux,151,NL,Bing
41.0,mobile,246,EN,Bing
30.0,Windows,4959,NL,Bing
40.0,Linux,2356,GE,Google
28.0,mobile,3299,EN,Bing
30.0,mobile,312,GE,Google
45.0,mobile,2506,NL,NA
34.0,mobile,3682,NL,Google
30.0,Linux,386,NL,NA
41.0,Linux,1245,NL,NA
57.0,mobile,2295,NL,Bing
39.0,Linux,4976,GE,NA
47.0,Windows,4869,GE,Bing
34.0,mobile,4630,GE,Bing
43.0,mobile,3974,EN,Google
30.0,Linux,3437,GE,Bing
26.0,Windows,2902,NL,NA
32.0,mobile,109,NL,Google
27.0,mobile,3135,EN,Google
35.0,mobile,2131,NL,NA
32.0,mobile,4729,EN,Bing
28.0,mobile,4745,EN,Bing
54.0,mobile,4212,NL,NA
39.0,Windows,4657,NL,Google
41.0,mobile,1873,NL,Bing
33.0,mobile,2472,EN,Bing
36.0,mobile,2671,NL,Google
37.0,Linux,811,NL,Google
36.0,Windows,4417,NL,Bing
28.0,mobile,4274,EN,Google
35.0,mobile,3166,GE,Bing
38.0,mobile,4526,GE,NA
24.0,mobile,4977,NL,NA
23.0,mobile,1511,NL,Google
34.0,mobile,2918,NL,NA
37.0,OSX,3183,GE,Bing
39.0,mobile,4026,NL,NA
32.0,Windows,772,NL,NA
39.0,Linux,819,EN,Bing
54.0,mobile,3781,EN,Bing
27.0,mobile,4358,GE,Bing
21.0,Windows,3557,NL,Bing
38.0,mobile,672,EN,Google
43.0,mobile,4436,EN,Bing
53.0,Windows,1960,NL,NA
46.0,Linux,2831,EN,Google
35.0,OSX,2330,GE,Google
42.0,mobile,195,EN,Google
25.0,mobile,494,GE,Google
28.0,Linux,4076,NL,Bing
42.0,mobile,4174,EN,NA
56.0,mobile,3946,GE,Google
33.0,Linux,3667,GE,NA
33.0,OSX,1399,NL,NA
30.0,Windows,4454,NL,Google
34.0,mobile,120,EN,NA
31.0,mobile,2471,EN,Bing
22.0,mobile,349,NL,Bing
34.0,mobile,4920,GE,Bing
31.0,Windows,4386,EN,Bing
27.0,OSX,4060,NL,Google
30.0,Windows,280,GE,Google
33.0,Windows,1134,EN,Google
29.0,Windows,1944,GE,NA
25.0,Windows,2341,NL,Bing
42.0,mobile,4670,NL,Google
32.0,mobile,367,NL,NA
30.0,mobile,3940,EN,NA
21.0,OSX,2808,GE,Bing
31.0,Linux,1036,GE,NA
32.0,mobile,1513,NL,Bing
38.0,mobile,2936,NL,Google
30.0,mobile,1473,NL,Bing
32.0,mobile,3033,NL,Bing
41.0,Linux,4401,GE,NA
33.0,Linux,3659,EN,Google
21.0,mobile,3457,NL,Bing
53.0,Windows,1960,NL,NA
34.0,mobile,3858,NL,Google
41.0,mobile,3735,NL,NA
36.0,Windows,701,GE,NA
50.0,OSX,1501,NL,Google
38.0,mobile,2262,GE,NA
30.0,mobile,1429,EN,Bing
30.0,OSX,2786,NL,Bing
37.0,mobile,465,NL,NA
29.0,mobile,1974,EN,Bing
45.0,mobile,2703,NL,Google
46.0,Windows,4257,GE,NA
36.0,mobile,3107,EN,Bing
32.0,mobile,3405,NL,Google
29.0,mobile,3077,NL,Google
34.0,OSX,4568,NL,Google
34.0,Linux,1855,NL,NA
23.0,mobile,4314,EN,Bing
28.0,mobile,4761,GE,Bing
24.0,Linux,1286,NL,NA
29.0,OSX,3631,GE,NA
53.0,Windows,2516,EN,Bing
26.0,mobile,1466,GE,Bing
35.0,mobile,4808,GE,NA
38.0,mobile,4246,GE,NA
39.0,OSX,3313,NL,Bing
30.0,mobile,3640,NL,NA
42.0,OSX,1911,GE,Bing
36.0,Linux,444,GE,Bing
37.0,mobile,4928,GE,Google
45.0,OSX,3201,NL,NA
20.0,Linux,559,NL,Google
24.0,mobile,964,GE,Google
33.0,mobile,3326,EN,NA
31.0,mobile,4730,GE,Google
46.0,mobile,3797,GE,NA
49.0,mobile,4825,NL,Bing
28.0,OSX,4320,EN,NA
44.0,Linux,1295,EN,Google
18.0,mobile,4912,EN,Google
28.0,mobile,993,EN,Google
23.0,mobile,2658,GE,Google
30.0,Windows,4914,GE,Bing
26.0,mobile,2711,NL,NA
31.0,OSX,3273,GE,Google
28.0,mobile,4082,GE,Google
34.0,mobile,3345,NL,Bing
41.0,OSX,4356,NL,NA
28.0,mobile,3606,GE,NA
19.0,Linux,1409,EN,NA
32.0,mobile,1238,NL,NA
25.0,mobile,2564,GE,Google
51.0,mobile,288,GE,Bing
21.0,Linux,329,EN,NA
26.0,mobile,4156,EN,Bing
38.0,OSX,1308,GE,Bing
29.0,Linux,1752,GE,Bing
34.0,Linux,8,EN,Google
31.0,mobile,807,NL,Bing
37.0,mobile,2633,GE,NA
24.0,Linux,4571,EN,Google
33.0,Windows,4309,NL,Bing
50.0,Linux,3233,GE,Google
34.0,mobile,256,GE,Bing
45.0,Windows,1057,NL,Google
39.0,OSX,4722,GE,NA
50.0,mobile,2620,NL,NA
20.0,mobile,4681,GE,Google
29.0,OSX,4426,GE,Bing
34.0,Linux,2762,EN,NA
33.0,mobile,1830,GE,NA
37.0,Linux,4453,EN,Bing
28.0,mobile,4514,NL,NA
34.0,mobile,4546,NL,Bing
41.0,mobile,4985,NL,Bing
32.0,mobile,3825,GE,NA
32.0,Windows,1688,NL,NA
42.0,mobile,2983,EN,NA
26.0,mobile,798,EN,NA
54.0,mobile,924,EN,Google
37.0,Linux,1343,GE,NA
23.0,mobile,2510,GE,Google
24.0,mobile,2006,EN,Bing
31.0,mobile,2651,GE,Bing
33.0,mobile,692,NL,Google
26.0,mobile,1466,NL,NA
40.0,mobile,2649,NL,NA
31.0,Windows,2019,NL,Google
38.0,mobile,2037,GE,Google
27.0,mobile,4496,EN,NA
44.0,OSX,3566,NL,Google
37.0,mobile,3137,GE,Bing
32.0,Linux,3033,NL,NA
42.0,OSX,4099,NL,NA
47.0,mobile,1837,EN,Google
37.0,OSX,1841,NL,Google
37.0,Windows,1427,NL,Bing
28.0,mobile,3706,NL,Google
44.0,Linux,1897,NL,NA
31.0,OSX,2184,GE,NA
30.0,mobile,3155,GE,Bing
39.0,mobile,3969,NL,NA
24.0,mobile,135,GE,Google
22.0,Windows,283,GE,Google
31.0,Windows,3997,NL,Google
28.0,Linux,1020,EN,Bing
52.0,mobile,4166,GE,NA
40.0,mobile,1646,NL,NA
36.0,Linux,975,NL,Google
39.0,mobile,4736,NL,Google
53.0,OSX,2038,NL,Bing
42.0,OSX,4710,NL,Bing
25.0,mobile,4606,GE,Bing
32.0,Windows,3327,GE,NA
23.0,Linux,4728,GE,Bing
32.0,Windows,4951,EN,Google
28.0,Windows,4598,EN,Bing
39.0,OSX,243,NL,Google
24.0,mobile,4561,GE,Google
55.0,mobile,1299,NL,Bing
22.0,Windows,715,NL,Bing
38.0,Windows,2943,NL,Bing
33.0,Linux,3667,EN,Google
28.0,mobile,3477,EN,Bing
41.0,Linux,138,NL,Bing
34.0,Windows,3613,EN,NA
24.0,Windows,923,GE,Google
28.0,OSX,4311,GE,Google
37.0,mobile,4453,EN,Bing
31.0,mobile,2571,EN,NA
26.0,Linux,4127,EN,Google
41.0,mobile,4645,EN,Bing
39.0,Windows,74,GE,Bing
24.0,Linux,3042,GE,Google
32.0,mobile,4540,GE,NA
29.0,Windows,960,NL,Google
26.0,Linux,2838,NL,NA
24.0,mobile,395,GE,Google
19.0,mobile,207,EN,Google
69.0,Linux,2073,EN,Bing
29.0,mobile,3301,NL,Google
35.0,Linux,4506,EN,Bing
43.0,Windows,2121,NL,Bing
18.0,Linux,4899,NL,Google
35.0,OSX,1802,EN,NA
23.0,Windows,4101,EN,NA
49.0,Windows,2672,NL,Google
27.0,mobile,3062,EN,Google
