Age,Agent,ID,Language,Referer
42.0,OSX,4734,GE,Google
29.0,mobile,178,NL,Bing
26.0,Windows,4503,GE,NA
30.0,Linux,1917,GE,Bing
22.0,OSX,2364,GE,Google
31.0,mobile,3818,GE,NA
26.0,mobile,4738,NL,Bing
40.0,mobile,3052,NL,Bing
27.0,Windows,1391,EN,Google
33.0,OSX,1581,NL,NA
37.0,mobile,2265,NL,NA
35.0,mobile,4283,NL,Google
30.0,OSX,1567,NL,NA
37.0,mobile,3902,NL,Google
33.0,mobile,3243,GE,Google
39.0,mobile,1008,GE,NA
31.0,mobile,426,EN,NA
29.0,Windows,1974,EN,NA
26.0,mobile,1113,NL,NA
32.0,Windows,2688,GE,Google
36.0,mobile,3246,NL,Google
60.0,mobile,2609,NL,NA
21.0,OSX,4313,GE,Google
34.0,mobile,4668,EN,Bing
45.0,Windows,2102,EN,Google
57.0,Linux,1647,EN,NA
43.0,mobile,2503,EN,Bing
40.0,Linux,2023,EN,Bing
24.0,mobile,30,EN,NA
45.0,Linux,304,GE,NA
22.0,mobile,1556,EN,Google
54.0,mobile,3122,EN,Bing
32.0,mobile,2012,GE,NA
27.0,mobile,816,GE,Bing
36.0,OSX,1953,EN,Bing
26.0,Windows,1351,NL,NA
25.0,mobile,405,GE,Bing
38.0,mobile,3159,NL,NA
39.0,OSX,169,GE,NA
41.0,Linux,2784,NL,Google
24.0,mobile,3521,EN,NA
25.0,mobile,232,NL,NA
39.0,OSX,2657,EN,Google
38.0,OSX,855,NL,Bing
53.0,OSX,1737,GE,Bing
37.0,mobile,3605,EN,NA
39.0,mobile,3479,EN,Google
22.0,Linux,1062,NL,Bing
21.0,mobile,329,EN,Google
34.0,mobile,3867,EN,Google
30.0,mobile,1878,GE,NA
39.0,Windows,4736,NL,Bing
21.0,mobile,3138,GE,Google
44.0,mobile,4389,GE,NA
32.0,OSX,1786,EN,Bing
52.0,OSX,2078,GE,NA
28.0,mobile,4970,NL,NA
42.0,mobile,1140,NL,Google
42.0,OSX,236,EN,NA
35.0,Windows,3712,GE,Google
23.0,mobile,643,EN,Bing
34.0,Windows,142,NL,NA
35.0,Linux,428,EN,NA
33.0,mobile,1549,NL,Google
26.0,Linux,3582,GE,Google
24.0,Windows,3901,NL,Bing
