Age,Agent,ID,Language,Referer
36.0,OSX,1809,GE,NA
41.0,mobile,3264,EN,NA
33.0,mobile,1747,GE,Bing
35.0,Windows,4938,GE,NA
43.0,Windows,1898,NL,Google
25.0,mobile,339,NL,NA
27.0,Windows,1504,EN,Bing
29.0,mobile,560,NL,Bing
29.0,mobile,3143,GE,Bing
44.0,mobile,162,GE,Google
25.0,mobile,1167,GE,NA
30.0,OSX,3196,GE,NA
33.0,mobile,3209,NL,NA
22.0,Windows,2507,EN,Google
27.0,mobile,2338,EN,Bing
28.0,OSX,1847,EN,NA
30.0,Windows,2683,GE,Bing
26.0,mobile,4900,EN,NA
18.0,mobile,1880,GE,Bing
25.0,mobile,1122,NL,Bing
23.0,OSX,1535,NL,Google
26.0,OSX,3443,EN,NA
22.0,Linux,1591,EN,Bing
26.0,OSX,290,NL,NA
31.0,mobile,845,EN,NA
37.0,Windows,913,EN,NA
49.0,mobile,1179,NL,Google
34.0,mobile,1855,EN,Google
53.0,OSX,757,EN,NA
41.0,Windows,1627,NL,Google
34.0,Linux,3356,GE,NA
39.0,mobile,4079,EN,NA
32.0,mobile,2436,EN,Google
36.0,Windows,2704,NL,NA
52.0,Linux,2592,EN,Bing
25.0,mobile,3523,GE,Google
28.0,mobile,2263,EN,NA
44.0,mobile,2605,EN,Google
62.0,mobile,802,NL,Bing
31.0,mobile,4209,NL,Google
32.0,OSX,152,GE,NA
21.0,mobile,4122,EN,NA
25.0,Windows,3748,NL,NA
39.0,Windows,4796,GE,Google
21.0,mobile,4785,GE,NA
37.0,Windows,926,EN,Bing
32.0,mobile,2781,GE,Bing
29.0,OSX,3483,EN,Google
23.0,mobile,2083,GE,Bing
47.0,mobile,3893,EN,Bing
49.0,Windows,2797,NL,NA
31.0,OSX,4576,GE,Bing
26.0,OSX,3221,EN,NA
26.0,mobile,1619,NL,Google
33.0,OSX,252,NL,NA
41.0,OSX,1550,GE,Bing
37.0,mobile,3923,GE,Google
32.0,Linux,4047,NL,Google
27.0,Windows,2562,GE,Google
49.0,mobile,4171,GE,NA
49.0,OSX,4357,GE,NA
21.0,mobile,4254,NL,Bing
27.0,mobile,2202,EN,Bing
20.0,Linux,4961,GE,Bing
32.0,Linux,907,NL,Bing
27.0,OSX,4268,EN,NA
25.0,OSX,4505,GE,NA
35.0,mobile,3166,GE,Bing
33.0,Linux,114,EN,Google
25.0,Windows,656,NL,Google
36.0,Linux,988,NL,Bing
50.0,mobile,1080,GE,Bing
27.0,mobile,1230,NL,NA
23.0,mobile,2510,GE,Google
33.0,mobile,4007,GE,NA
35.0,OSX,4907,EN,NA
32.0,mobile,3914,NL,NA
30.0,mobile,2353,EN,Google
25.0,Linux,3724,EN,Google
38.0,mobile,2943,NL,NA
31.0,OSX,837,NL,NA
31.0,Windows,1510,GE,Bing
35.0,mobile,1373,GE,Bing
32.0,mobile,4264,GE,NA
42.0,mobile,1254,EN,Google
28.0,mobile,13,GE,Bing
37.0,OSX,2782,EN,Bing
63.0,mobile,4236,GE,NA
62.0,mobile,812,EN,Google
42.0,OSX,1038,GE,Bing
41.0,mobile,4686,EN,Google
42.0,mobile,1038,GE,Bing
49.0,mobile,1332,EN,Google
64.0,OSX,1033,GE,Bing
17.0,Windows,4216,GE,Google
40.0,mobile,2954,EN,Bing
37.0,mobile,2425,GE,Google
42.0,mobile,4843,EN,NA
47.0,Windows,1839,EN,Google
34.0,mobile,213,GE,NA
28.0,mobile,2190,NL,Google
40.0,mobile,3791,EN,Bing
29.0,mobile,777,GE,Bing
47.0,mobile,3616,EN,NA
50.0,Windows,1402,NL,NA
24.0,Windows,387,NL,Google
29.0,Windows,3084,EN,Google
37.0,mobile,4080,EN,Bing
27.0,OSX,3475,GE,Bing
39.0,mobile,2052,GE,NA
23.0,mobile,4460,EN,NA
38.0,Linux,2963,GE,Google
42.0,mobile,3206,NL,Google
29.0,Linux,127,GE,NA
45.0,OSX,3859,NL,Google
32.0,mobile,3809,GE,Bing
38.0,mobile,1200,NL,Google
33.0,mobile,4344,NL,NA
34.0,Linux,4033,NL,Google
36.0,mobile,3796,EN,NA
43.0,mobile,790,NL,NA
35.0,mobile,17,EN,Bing
32.0,mobile,1382,GE,Google
32.0,mobile,2310,EN,Bing
38.0,mobile,1726,EN,NA
30.0,Linux,2914,GE,Bing
29.0,mobile,3943,EN,NA
27.0,Windows,3104,NL,NA
49.0,Linux,1998,EN,NA
34.0,OSX,1083,NL,NA
30.0,mobile,3912,EN,Google
42.0,mobile,4735,GE,NA
47.0,OSX,842,GE,Google
34.0,Windows,4953,NL,Bing
24.0,mobile,3431,EN,NA
32.0,mobile,2319,NL,Google
28.0,mobile,2931,NL,NA
32.0,mobile,2512,EN,Bing
44.0,mobile,162,NL,Google
30.0,Windows,4204,EN,Bing
28.0,OSX,3358,GE,Bing
23.0,mobile,4651,GE,NA
23.0,OSX,4460,GE,Bing
32.0,mobile,3304,GE,Bing
17.0,mobile,4216,GE,Google
41.0,Linux,1347,GE,Bing
30.0,Windows,911,GE,Bing
29.0,mobile,3390,NL,Bing
31.0,mobile,791,NL,NA
31.0,Linux,2414,EN,NA
33.0,mobile,3115,NL,Google
44.0,mobile,2376,NL,NA
44.0,mobile,1492,GE,NA
36.0,OSX,4255,NL,NA
38.0,mobile,2691,EN,Bing
34.0,mobile,1760,NL,NA
28.0,Windows,2999,GE,NA
26.0,Linux,60,GE,Google
25.0,mobile,2001,NL,Bing
29.0,mobile,4780,GE,Google
37.0,mobile,3593,EN,Bing
21.0,Windows,3453,EN,Google
31.0,Windows,1467,NL,Google
30.0,OSX,578,GE,NA
29.0,Linux,4679,EN,NA
28.0,mobile,2771,GE,Bing
28.0,mobile,1367,NL,NA
31.0,mobile,4622,GE,Google
41.0,mobile,1550,EN,Bing
25.0,Windows,1063,NL,Google
37.0,OSX,3930,EN,Bing
33.0,Windows,4975,GE,Google
24.0,Linux,4472,NL,Bing
33.0,OSX,2656,EN,NA
30.0,OSX,4641,NL,Google
31.0,mobile,1815,NL,Bing
26.0,Windows,1991,GE,Bing
37.0,mobile,443,EN,Google
37.0,mobile,1320,EN,Bing
28.0,Windows,4240,NL,NA
39.0,mobile,1207,EN,NA
23.0,Windows,381,NL,Google
25.0,Windows,3300,NL,Google
37.0,mobile,1204,GE,Bing
33.0,Linux,2612,GE,NA
31.0,mobile,1044,NL,NA
22.0,Windows,1344,EN,Google
34.0,mobile,2996,GE,NA
30.0,mobile,3334,EN,NA
48.0,Linux,449,GE,NA
45.0,mobile,1527,EN,NA
32.0,Linux,907,NL,NA
52.0,mobile,325,EN,NA
51.0,Windows,4707,EN,Google
37.0,mobile,4072,NL,Bing
44.0,mobile,285,NL,Google
40.0,Linux,1021,NL,Google
34.0,mobile,3682,EN,Bing
51.0,OSX,884,GE,Bing
43.0,mobile,903,GE,NA
17.0,Linux,3465,GE,Bing
23.0,mobile,3773,NL,NA
33.0,Linux,1783,NL,NA
41.0,Windows,273,NL,NA
42.0,Windows,741,GE,NA
20.0,mobile,1497,EN,Bing
33.0,mobile,748,EN,NA
25.0,Windows,3320,EN,Bing
20.0,Windows,3550,NL,Bing
33.0,mobile,1790,NL,Bing
41.0,Windows,1627,EN,Google
36.0,mobile,1714,NL,Google
35.0,mobile,2644,EN,Google
23.0,mobile,824,EN,Google
33.0,mobile,3185,GE,Google
28.0,Linux,4113,GE,Bing
48.0,mobile,1354,EN,Google
34.0,mobile,1890,EN,Bing
49.0,Linux,2846,NL,Bing
35.0,OSX,1027,EN,Bing
30.0,Windows,280,EN,Google
49.0,mobile,532,NL,Google
33.0,mobile,4170,NL,NA
27.0,Windows,425,EN,Bing
52.0,Linux,3103,NL,Google
34.0,Windows,4769,GE,Google
30.0,OSX,2158,GE,Bing
32.0,mobile,2459,EN,NA
51.0,mobile,2240,EN,Bing
30.0,mobile,1878,GE,Google
32.0,Windows,2785,NL,Google
43.0,mobile,1658,EN,Google
33.0,mobile,4625,NL,Google
28.0,Linux,822,GE,Bing
43.0,OSX,4791,EN,Bing
45.0,OSX,794,EN,NA
30.0,mobile,1423,NL,Bing
32.0,Linux,3739,NL,Google
28.0,mobile,712,EN,Bing
26.0,mobile,3937,EN,Google
23.0,mobile,3380,NL,NA
24.0,OSX,2493,GE,NA
32.0,mobile,4206,EN,Bing
37.0,mobile,3592,EN,Google
22.0,OSX,1631,EN,NA
32.0,Windows,1509,NL,NA
44.0,Windows,439,NL,Google
47.0,mobile,4131,GE,NA
40.0,Windows,4942,NL,Google
47.0,mobile,3634,GE,NA
36.0,mobile,728,EN,NA
30.0,Windows,3805,NL,Google
24.0,OSX,2531,GE,Bing
40.0,mobile,2894,GE,NA
37.0,mobile,4431,NL,Google
36.0,mobile,409,EN,Google
42.0,mobile,2702,EN,Bing
40.0,OSX,4203,NL,NA
40.0,Windows,2746,EN,Bing
36.0,Windows,4219,GE,Google
42.0,mobile,301,NL,Google
32.0,mobile,1436,NL,Bing
27.0,mobile,1435,EN,NA
33.0,mobile,3326,NL,NA
43.0,mobile,3041,GE,Bing
40.0,Windows,2441,NL,NA
24.0,OSX,434,GE,Bing
27.0,Linux,1807,EN,Google
17.0,mobile,3975,GE,Bing
42.0,Windows,4174,EN,Google
26.0,mobile,2345,GE,Bing
29.0,Windows,4062,GE,Bing
35.0,Linux,2588,EN,Bing
42.0,mobile,4413,NL,Bing
39.0,mobile,2622,NL,NA
38.0,mobile,516,GE,NA
50.0,mobile,1946,GE,Bing
51.0,mobile,7,NL,NA
42.0,Windows,4521,EN,Bing
23.0,Linux,2580,EN,Google
33.0,Windows,3551,GE,Google
38.0,Linux,1195,EN,Bing
32.0,mobile,3522,GE,NA
28.0,mobile,4597,EN,NA
33.0,OSX,2059,GE,Bing
29.0,mobile,2795,GE,Google
48.0,Linux,112,GE,Bing
34.0,mobile,3239,GE,Bing
21.0,Linux,97,EN,Google
33.0,mobile,2407,GE,NA
37.0,Linux,1231,NL,Bing
27.0,mobile,3642,EN,NA
39.0,Windows,4796,GE,Google
39.0,OSX,4130,NL,NA
30.0,mobile,911,GE,Bing
25.0,Linux,4872,GE,Bing
37.0,mobile,3586,GE,NA
35.0,mobile,2546,NL,NA
26.0,Windows,3777,GE,Google
36.0,Linux,2978,NL,Google
40.0,OSX,274,NL,Google
29.0,OSX,240,GE,NA
40.0,OSX,4963,GE,NA
26.0,Linux,218,GE,Google
37.0,mobile,2169,EN,Bing
29.0,mobile,776,GE,Google
28.0,mobile,2188,NL,Bing
28.0,mobile,3755,NL,Bing
33.0,mobile,1893,NL,Google
30.0,OSX,1414,GE,NA
31.0,Windows,4737,EN,NA
37.0,Windows,2027,GE,NA
37.0,mobile,788,NL,Bing
35.0,Linux,3132,EN,Google
34.0,mobile,3766,NL,Google
46.0,Linux,4365,NL,Bing
32.0,mobile,1975,GE,NA
31.0,Linux,1135,NL,NA
25.0,mobile,1215,GE,NA
39.0,mobile,3479,EN,Bing
31.0,Linux,4730,EN,NA
50.0,mobile,93,GE,Google
52.0,mobile,325,EN,Google
27.0,mobile,4496,EN,Bing
26.0,mobile,531,NL,Bing
25.0,mobile,2815,NL,NA
31.0,Windows,874,EN,Bing
27.0,mobile,2473,NL,NA
34.0,mobile,4490,EN,Google
34.0,Linux,3375,GE,NA
37.0,OSX,2881,NL,NA
31.0,OSX,1981,NL,Bing
34.0,Windows,3514,NL,Google
33.0,OSX,2396,NL,Bing
44.0,mobile,2070,EN,NA
26.0,mobile,3156,GE,NA
28.0,mobile,151,EN,NA
