Age,Agent,ID,Language,Referer
30.0,Windows,2322,GE,NA
34.0,Windows,142,NL,Google
28.0,mobile,3018,EN,Bing
33.0,Windows,4532,GE,Bing
30.0,Windows,933,NL,Google
25.0,OSX,2974,EN,NA
34.0,OSX,1318,NL,Bing
31.0,mobile,226,EN,Bing
31.0,mobile,105,EN,Bing
28.0,Linux,510,NL,Google
29.0,mobile,1366,NL,Bing
40.0,Windows,4340,NL,Google
36.0,mobile,4765,GE,Bing
38.0,Windows,4433,GE,NA
30.0,OSX,1916,GE,Bing
26.0,mobile,4428,GE,NA
35.0,mobile,1887,GE,Bing
32.0,Windows,3044,NL,Google
36.0,mobile,1661,GE,Google
47.0,Linux,3616,GE,Google
28.0,Windows,1541,EN,NA
34.0,OSX,2701,GE,NA
44.0,mobile,3852,NL,Google
28.0,mobile,1131,NL,NA
34.0,mobile,3833,NL,Bing
30.0,mobile,3437,GE,Bing
37.0,OSX,3285,EN,NA
34.0,mobile,3766,NL,Google
28.0,mobile,1500,EN,Google
34.0,mobile,2015,NL,Google
37.0,OSX,710,EN,NA
23.0,Windows,631,GE,NA
35.0,Linux,2149,GE,Bing
35.0,mobile,4227,EN,Bing
29.0,Linux,1827,GE,Bing
35.0,OSX,4640,NL,NA
24.0,Windows,834,EN,Google
33.0,mobile,2193,NL,Google
36.0,mobile,1558,EN,Google
29.0,mobile,3060,GE,Bing
32.0,Windows,1994,GE,Google
31.0,mobile,33,NL,Google
37.0,mobile,3981,GE,Google
30.0,mobile,578,GE,Google
29.0,mobile,2524,GE,Bing
29.0,Windows,4012,NL,NA
27.0,OSX,239,EN,NA
29.0,Windows,206,NL,Bing
39.0,Linux,4249,EN,Bing
32.0,Windows,2606,GE,Google
33.0,mobile,4377,EN,Bing
31.0,OSX,4467,EN,Bing
27.0,mobile,3171,NL,Google
20.0,mobile,4200,NL,Google
41.0,mobile,3280,EN,Bing
32.0,OSX,3809,GE,Google
41.0,mobile,1516,GE,Bing
36.0,Windows,4816,EN,NA
30.0,mobile,3261,NL,NA
29.0,Linux,3840,NL,Bing
27.0,mobile,2465,GE,Google
25.0,Windows,3009,GE,NA
41.0,Windows,1821,EN,NA
44.0,mobile,2358,NL,Bing
34.0,mobile,4650,EN,Google
29.0,Windows,1819,NL,Bing
29.0,Linux,2329,NL,Bing
25.0,OSX,2536,GE,Bing
31.0,Windows,4737,NL,NA
24.0,OSX,2342,GE,Bing
33.0,OSX,4348,EN,Bing
30.0,mobile,3601,NL,Bing
21.0,mobile,1643,GE,NA
46.0,mobile,3994,GE,NA
55.0,mobile,3332,GE,NA
33.0,mobile,2865,EN,Bing
30.0,Windows,2820,EN,Bing
33.0,Windows,1776,EN,Bing
30.0,mobile,1132,GE,Bing
47.0,mobile,3964,NL,Google
43.0,OSX,1336,NL,Bing
40.0,Linux,4286,GE,NA
31.0,OSX,1977,EN,Bing
28.0,Windows,13,EN,Bing
38.0,mobile,1459,GE,Bing
32.0,mobile,3367,GE,Bing
45.0,Linux,4600,GE,Bing
32.0,OSX,1382,NL,Google
29.0,Linux,457,EN,Google
53.0,OSX,2038,EN,Google
37.0,Windows,878,NL,Bing
35.0,Windows,4155,GE,Google
31.0,mobile,1989,GE,NA
54.0,mobile,924,GE,NA
43.0,mobile,38,EN,NA
29.0,mobile,1433,NL,NA
32.0,mobile,3732,GE,NA
29.0,Windows,4066,GE,Google
33.0,mobile,4520,NL,Bing
38.0,mobile,2668,GE,NA
30.0,mobile,4732,EN,Google
39.0,OSX,598,GE,Google
25.0,mobile,2173,EN,NA
32.0,mobile,1436,GE,Bing
32.0,mobile,676,GE,Google
25.0,Linux,2293,GE,Google
27.0,Linux,3515,NL,Bing
33.0,mobile,4754,GE,Google
38.0,OSX,1665,NL,Google
24.0,Windows,3063,EN,Bing
43.0,mobile,1898,GE,Google
37.0,mobile,830,GE,Bing
44.0,mobile,4838,EN,Bing
24.0,OSX,4610,EN,NA
31.0,mobile,3065,EN,Bing
35.0,OSX,4009,GE,NA
29.0,mobile,1133,GE,NA
38.0,OSX,4452,NL,Google
35.0,Windows,983,EN,Google
35.0,mobile,4564,GE,Google
45.0,mobile,4713,EN,Google
46.0,Linux,3745,NL,Google
14.0,Windows,79,EN,Google
25.0,mobile,1428,EN,NA
25.0,mobile,3652,GE,NA
36.0,mobile,3525,GE,Google
44.0,OSX,2413,NL,Google
34.0,Windows,3088,NL,Google
21.0,mobile,2482,NL,Google
30.0,OSX,1878,GE,Google
34.0,mobile,4683,GE,NA
32.0,mobile,3339,NL,Bing
34.0,mobile,495,GE,Bing
26.0,mobile,1693,GE,NA
36.0,Windows,701,EN,NA
31.0,Windows,1718,GE,Google
34.0,Windows,2925,GE,Google
33.0,Windows,2259,NL,Google
30.0,mobile,2353,EN,Google
36.0,mobile,225,EN,NA
31.0,Linux,4293,NL,NA
38.0,OSX,3305,NL,Bing
21.0,mobile,4254,NL,Bing
31.0,Windows,2267,EN,Google
27.0,Windows,2338,EN,Bing
41.0,mobile,579,GE,Bing
33.0,Windows,1303,GE,NA
21.0,OSX,4122,GE,NA
42.0,mobile,1201,GE,Bing
35.0,OSX,3675,GE,Google
38.0,OSX,2227,EN,NA
37.0,Windows,4832,NL,Google
41.0,Windows,1404,NL,NA
23.0,OSX,300,NL,Bing
32.0,mobile,1857,GE,NA
50.0,mobile,1438,GE,NA
30.0,mobile,1281,EN,NA
