Age,Agent,ID,Language,Referer
29.0,Windows,2567,NL,Google
43.0,mobile,2121,GE,Bing
40.0,mobile,4930,NL,NA
36.0,OSX,2993,NL,Google
27.0,OSX,4539,NL,Bing
35.0,mobile,1358,GE,NA
26.0,Windows,1351,GE,NA
33.0,mobile,1586,GE,Bing
27.0,mobile,1699,EN,Bing
27.0,Windows,2618,NL,NA
37.0,mobile,2782,NL,NA
30.0,mobile,3730,EN,NA
30.0,Windows,3334,GE,NA
26.0,Windows,4503,GE,Bing
42.0,Linux,2966,NL,Bing
27.0,mobile,4152,GE,Bing
37.0,Linux,1087,EN,Google
28.0,mobile,2928,NL,Bing
31.0,OSX,440,EN,Google
55.0,OSX,492,EN,Google
24.0,mobile,2221,GE,NA
46.0,mobile,1523,EN,Google
24.0,mobile,4957,GE,Bing
37.0,mobile,1808,GE,Bing
25.0,mobile,3417,EN,NA
25.0,Windows,2341,GE,NA
28.0,Windows,611,EN,Bing
27.0,mobile,425,EN,NA
39.0,OSX,3133,GE,Google
53.0,mobile,1968,GE,Google
33.0,Windows,2193,NL,Bing
39.0,Linux,4589,NL,NA
30.0,mobile,4685,NL,Google
43.0,Windows,2665,NL,NA
30.0,mobile,3645,NL,NA
49.0,mobile,1048,NL,NA
34.0,mobile,3947,GE,NA
35.0,Linux,4527,EN,Bing
41.0,mobile,861,GE,NA
33.0,OSX,4807,NL,Bing
63.0,Windows,4236,EN,NA
38.0,Windows,3357,GE,NA
37.0,mobile,2802,EN,Google
35.0,mobile,947,GE,Bing
32.0,mobile,3830,NL,NA
50.0,OSX,2321,EN,NA
24.0,mobile,1452,GE,Bing
24.0,Linux,2007,GE,Bing
39.0,Windows,4330,GE,Google
50.0,mobile,1257,NL,Google
24.0,OSX,1056,GE,Google
37.0,OSX,4513,EN,Google
28.0,OSX,1337,EN,Google
24.0,mobile,3521,NL,Google
66.0,mobile,1437,NL,NA
32.0,Linux,4017,GE,NA
31.0,OSX,1999,NL,Bing
36.0,OSX,815,NL,Bing
35.0,mobile,4564,EN,Bing
32.0,Linux,4540,GE,Google
42.0,mobile,1090,EN,NA
44.0,mobile,4764,EN,Google
29.0,OSX,1376,EN,NA
31.0,mobile,4576,NL,Google
30.0,OSX,2768,NL,NA
36.0,mobile,3647,NL,Google
26.0,Linux,60,NL,Google
50.0,mobile,659,EN,Google
30.0,mobile,1414,GE,NA
35.0,mobile,1601,NL,NA
24.0,Windows,980,GE,NA
22.0,mobile,2220,EN,Google
32.0,mobile,113,GE,Google
27.0,Linux,3666,EN,NA
30.0,OSX,3640,NL,Google
37.0,Windows,4756,GE,NA
31.0,mobile,3097,NL,Bing
27.0,mobile,3688,GE,Google
48.0,mobile,399,GE,Bing
24.0,mobile,2932,NL,Bing
24.0,mobile,1486,NL,Bing
24.0,mobile,2803,GE,NA
24.0,mobile,2770,GE,Google
43.0,Linux,3516,EN,Bing
16.0,Linux,572,NL,Bing
34.0,mobile,805,EN,Google
37.0,Linux,2745,NL,NA
31.0,OSX,961,GE,NA
25.0,Windows,176,GE,Bing
31.0,mobile,4550,EN,NA
34.0,Linux,118,GE,NA
24.0,Linux,3284,EN,Google
29.0,Windows,3301,GE,Google
29.0,mobile,378,EN,Google
26.0,mobile,2755,GE,NA
37.0,mobile,2424,GE,Bing
38.0,Windows,3207,NL,Google
26.0,mobile,68,GE,Google
47.0,mobile,1951,GE,Google
42.0,mobile,3145,GE,Google
27.0,OSX,2132,EN,Bing
31.0,mobile,1784,NL,Google
33.0,mobile,723,GE,Bing
17.0,mobile,1306,EN,Google
35.0,mobile,3254,EN,Google
43.0,mobile,1341,GE,NA
31.0,mobile,4824,EN,Bing
37.0,OSX,830,NL,Bing
34.0,mobile,88,GE,Google
33.0,mobile,3027,GE,Google
26.0,OSX,660,GE,Bing
48.0,Linux,4802,NL,Bing
48.0,Linux,112,NL,Bing
36.0,OSX,4991,GE,NA
36.0,mobile,4032,GE,Google
31.0,mobile,2502,GE,Google
25.0,mobile,3134,GE,NA
45.0,mobile,4181,NL,Bing
22.0,mobile,356,EN,Google
22.0,OSX,4837,NL,NA
32.0,mobile,136,NL,Bing
36.0,OSX,2792,EN,Bing
41.0,Windows,4305,EN,NA
52.0,mobile,3103,NL,Google
53.0,OSX,967,GE,NA
26.0,Windows,3883,NL,Google
34.0,Windows,998,GE,Bing
28.0,mobile,3865,GE,Google
30.0,mobile,2440,EN,NA
25.0,Linux,2028,EN,Bing
38.0,Linux,3761,NL,Google
37.0,mobile,2533,EN,NA
36.0,OSX,2508,GE,Google
19.0,Linux,4889,GE,NA
40.0,mobile,895,GE,Bing
26.0,Linux,2373,NL,Google
21.0,Windows,4438,EN,NA
33.0,OSX,2488,EN,Bing
30.0,mobile,3855,GE,NA
35.0,Windows,314,NL,Google
33.0,mobile,3879,GE,Google
38.0,mobile,3761,GE,Google
53.0,mobile,4151,EN,Bing
31.0,mobile,1582,GE,Google
